ID,Name,Type,Longitude ,Latitude ,Evacuation_Centers
1405, ,guest_house,80.7979167,6.02805,
1406,Starfish,guest_house,80.80315,6.0355167,
1407,Kingfisher,guest_house,80.8019,6.0344167,
1408,Nonagama Guest Hoouse,guest_house,80.9947,6.11485,
1409,Pinnawela Elephant Orphanage,zoo,80.3872171,7.3007397,
1410,Tilak,guest_house,80.2442167,6.0087,
1411,Sakalya Lake View,guest_house,81.2759833,6.2895,
1412,Forest Glen Guesthouse,guest_house,80.63975,7.3006833,
1413,Ishara Guesthouse,guest_house,80.8014833,6.0340667,
1414,Wirrawali,guest_house,81.2258,6.2642167,
1415,Lake View Guesthouse,guest_house,80.4613,5.9468833,
1416,Sakarath Guesthouse,guest_house,80.7978333,6.0293167,
1417,Travellers Home,guest_house,81.2811,6.2816,
1418,Little Dream Travellers Resort,guest_house,80.6910167,7.8800667,
1419,Villa Araliya,guest_house,80.8034333,6.0357167,
1420,Sekeera Restaurant,restaurant,80.24365,6.00765,
1421,Mallika Guesthouse,guest_house,80.8048167,6.0365167,
1422,Dilena Guesthouse,guest_house,80.8011,6.0336,
1423,Curd Shop,pub,81.04905,6.87315,
1424,Ocean Moon,guest_house,80.4595,5.9451,
1425,Sea View Hotel,hotel,80.2436,6.0078667,
1426,Chillout Restaurant,restaurant,80.7978667,6.0276667,
1427,Ravindu,guest_house,80.7978667,6.0288833,
1428,White Villa,guest_house,80.2403667,6.0127167,
1429,Full Moon Resort,guest_house,80.2477,6.0097333,
1430,Naturel Cabanas,guest_house,80.8051167,6.0367,
1431,Tissa Inn,guest_house,81.2554833,6.2877167,
1432,Ghandi Gaya,guest_house,80.80265,6.0351167,
1433, ,ferry_terminal,79.3152079,9.2810778,
1434,Mootorola Lanka Pvt Ltd,tower,79.8871976,6.8868664,
1435,traffic_signals,traffic_signals,79.9807479,6.7839928,
1436, ,bus_stop,79.9061814,6.8982685,
1437,level_crossing,level_crossing,80.0417361,6.8453794,
1438,Padukka,bus_station,80.0907396,6.8418291,
1439,Kottawa,station,79.9682817,6.8438088,
1440,level_crossing,level_crossing,80.0891793,6.8403467,
1441,Godagama,station,80.0328103,6.8478868,
1442,Malapalla,station,79.9750421,6.8440546,
1443,level_crossing,level_crossing,80.1351971,6.9337415,
1444,level_crossing,level_crossing,79.8814494,6.9188027,
1445,Cotta Road,station,79.8845426,6.9133319,
1446,level_crossing,level_crossing,79.8857993,6.8739377,
1447,level_crossing,level_crossing,80.1175258,6.8696216,
1448,Kirulapona,station,79.8829669,6.8830434,
1449,Homagama Hospital Station,station,79.9924131,6.84568,
1450,Nawinna,station,79.9179181,6.8528528,
1451,level_crossing,level_crossing,79.8900977,6.8720972,
1452,Homagama,station,80.0042516,6.8456272,
1453,level_crossing,level_crossing,79.9990031,6.8474262,
1454,level_crossing,level_crossing,79.8838831,6.9146702,
1455,level_crossing,level_crossing,79.9948963,6.8467061,
1456,level_crossing,level_crossing,79.949437,6.8471448,
1457,N. M. Perera,memorial,79.888155,6.9105947,
1458,Avissawella,station,80.2076734,6.9546443,
1459,level_crossing,level_crossing,80.0936436,6.843051,
1460,level_crossing,level_crossing,79.87789,6.9271057,
1461,level_crossing,level_crossing,79.883521,6.9110237,
1462,level_crossing,level_crossing,79.927374,6.8478796,
1463,Nugegoda,station,79.8904368,6.8721246,
1464,level_crossing,level_crossing,79.8833027,6.876856,
1465,level_crossing,level_crossing,79.8829614,6.8825149,
1466,Padukka Police Station,police,80.0924442,6.84219,
1467,Padukka Market,marketplace,80.0903222,6.8412294,Yes
1468,Maharagama,station,79.9272198,6.8479956,
1469,level_crossing,level_crossing,80.0916643,6.8430143,
1470,Narahenpita,station,79.8779218,6.8969082,
1471,level_crossing,level_crossing,79.8790847,6.925733,
1472,Watareka,station,80.0598797,6.8431961,
1473,level_crossing,level_crossing,79.8926513,6.8723433,
1474,level_crossing,level_crossing,80.0191525,6.8468539,
1475,Puwakpitiya,station,80.1881002,6.9337055,
1476,level_crossing,level_crossing,79.9527734,6.84783,
1477,level_crossing,level_crossing,79.8845498,6.9130075,
1478,Kosgama Railway Station,station,80.1373542,6.9405871,
1479,level_crossing,level_crossing,79.8778954,6.8971359,
1480,level_crossing,level_crossing,79.8804913,6.9234488,
1481,Waga Station,station,80.1273942,6.9012799,
1482,level_crossing,level_crossing,80.1239379,6.8832287,
1483,level_crossing,level_crossing,79.9669268,6.8437403,
1484,level_crossing,level_crossing,80.0035675,6.8457224,
1485,level_crossing,level_crossing,79.8845299,6.912941,
1486,Meegoda,station,80.0465407,6.8434982,
1487,level_crossing,level_crossing,80.1092819,6.8527169,
1488,Udahamulla,station,79.9088317,6.862291,
1489,Pannipitiya,station,79.9488938,6.847395,
1490,level_crossing,level_crossing,79.8807589,6.8857712,
1491,level_crossing,level_crossing,79.878261,6.8941153,
1492,Padukka,station,80.0912171,6.8426695,
1493,level_crossing,level_crossing,79.8791806,6.887013,
1494,level_crossing,level_crossing,79.9282714,6.8470386,
1495,level_crossing,level_crossing,79.9562901,6.846168,
1496,level_crossing,level_crossing,79.8979662,6.8696064,
1497,level_crossing,level_crossing,79.8834763,6.9109467,
1498,level_crossing,level_crossing,79.9717002,6.8437231,
1499,level_crossing,level_crossing,80.1368759,6.9369515,
1500,level_crossing,level_crossing,79.9393703,6.8460455,
1501,Panagoda,station,80.0190327,6.8469569,
1502,Baseline Road,station,79.8785165,6.9263756,
1503,Keththarama Temple,place_of_worship,79.8717664,6.941557,Yes
1504,Bemmulla,station,80.020528,7.1224953,
1505,level_crossing,level_crossing,80.0367434,7.1339717,
1506, ,water_tower,79.871282,6.9759592,
1507,Peliyagoda Police Station,police,79.8860474,6.9551496,
1508,Ragama Market,marketplace,79.9225162,7.0286883,Yes
1509,Kurana,station,79.862228,7.1910457,
1510,Peralanda,station,79.9123148,7.0381473,
1511,Kapuwatte,station,79.8963049,7.0620861,
1512,level_crossing,level_crossing,79.8899825,7.1033872,
1513,Alawathupitiya,station,79.8870101,7.1161997,
1514,level_crossing,level_crossing,79.8520424,7.2531135,
1515,level_crossing,level_crossing,79.8495147,6.9237994,
1516,Colombo Lighthouse,lighthouse,79.8407631,6.9362682,
1517,level_crossing,level_crossing,79.8495229,6.9237597,
1518, ,lighthouse,79.8446446,6.9558998,
1519,Kochchikade Police Station,police,79.8571801,7.2650577,
1520,Kiragara Church,place_of_worship,79.8714257,7.3116086,Yes
1521,St. Anthony Church,place_of_worship,79.8585742,7.2656329,Yes
1522,Lunuwila,station,79.8629787,7.3467709,
1523,Waikkala Post Office,post_office,79.8598528,7.2772505,
1524,level_crossing,level_crossing,79.8603327,7.2765167,
1525, ,tower,79.8576804,7.2661181,
1526,"Holy Rosary Church\, Bandirippuwa",place_of_worship,79.8646826,7.3334476,Yes
1527,Boralessa,station,79.8630691,7.3199256,
1528,Kattuwa,station,79.8475348,7.2399268,
1529,Lunuwila Hospital,hospital,79.861647,7.3486769,Yes
1530,Paradise Road Gallery Cafe,restaurant,79.8548816,6.8986979,
1531,YWCA National Headquarters,hostel,79.8493303,6.9164526,Yes
1532,Sima Malaka Meditation Centre,place_of_worship,79.8545933,6.9168852,Yes
1533,Nattandiya Town Hall,townhall,79.8655375,7.4127875,
1534,Thummodara School,school,79.8586219,7.3913915,Yes
1535,Chilaw,station,79.7910147,7.5757204,
1536,Manuwangama,station,79.8273142,7.6005521,
1537,Nattandiya,station,79.8660005,7.4142417,
1538,"Dharmaraja College\, Marawila",school,79.8574683,7.4353939,Yes
1539,Palavi,station,79.8327545,7.9817418,
1540,Thummodara,station,79.8592159,7.391121,
1541,Kiriyankalli,station,79.828143,7.7571896,
1542,Nelumpokuna,station,79.8450514,7.4753618,
1543,Walahapitiya,station,79.8591053,7.4392901,
1544,Kudawewa,station,79.8531218,7.4621054,
1545,Kakkapalliya,station,79.8228083,7.532751,
1546,Noor Nagar,station,79.8398846,8.0359754,
1547,Puttalam,station,79.8378114,8.0227003,
1548,Madampe,station,79.8413911,7.4970242,
1549,Mundel,station,79.8255897,7.7975195,
1550,Bangadeniya,station,79.8285059,7.627269,
1551,level_crossing,level_crossing,79.8703906,6.8143212,
1552,level_crossing,level_crossing,79.883647,6.9313327,
1553,level_crossing,level_crossing,79.8703368,6.8142442,
1554, ,parking,79.9600645,6.5901049,
1555,Royal Palms  Hotel,hotel,79.9484259,6.6100906,
1556,Katukurunda Petrol Shed,fuel,79.9690045,6.5620622,
1557,St. Sebastian Church,place_of_worship,79.8833014,6.7740855,Yes
1558, ,fuel,79.8820094,6.7769858,
1559,Galawetimodara Temple,place_of_worship,79.9101066,6.696585,Yes
1560,Private Bus Station,bus_station,79.9077139,6.7119192,
1561,Pinwatta,station,79.9160479,6.6859824,
1562,River View Hotel,hotel,79.918774,6.6831012,
1563,St. Joseph Church,place_of_worship,79.880428,6.7791788,Yes
1564,Kalutara Temple Meditation Building,place_of_worship,79.96055,6.586342,Yes
1565,Katukurunda,station,79.9659991,6.5601827,
1566,level_crossing,level_crossing,79.9206561,6.6790111,
1567,level_crossing,level_crossing,79.9235719,6.6743647,
1568,Panadura Hospital,hospital,79.9066033,6.7216131,Yes
1569,Kalutara Public Library,library,79.9601273,6.5858353,
1570,De Soysa Hospital,hospital,79.877091,6.7838679,Yes
1571,Moratuwa Post Office,post_office,79.8828845,6.7749155,
1572,Navro Beach Hotel,hotel,79.9023228,6.713496,
1573,level_crossing,level_crossing,79.8827863,6.770831,
1574,Moratuwa,bus_station,79.8820469,6.7748233,
1575,Kalutara Bus Station,bus_station,79.9605882,6.584412,
1576,Train Halt 01,station,79.9405266,6.6322943,
1577,level_crossing,level_crossing,79.8826233,6.7728169,
1578,St. Mary's Church,place_of_worship,79.926587,6.6700418,Yes
1579,level_crossing,level_crossing,79.904552,6.7106856,
1580,Induruwa,station,80.0087108,6.3874272,
1581,level_crossing,level_crossing,80.053035,6.2498055,
1582,Ambalangoda Police Station,police,80.0475627,6.2449046,
1583,Mahainduruwa,station,80.0140059,6.3644288,
1584,Maggona,station,79.9814557,6.504845,
1585,Kandegoda,station,80.0529384,6.250216,
1586,Ambalangoda Bus Station,bus_station,80.0545971,6.236663,
1587,"St. Anne's Church\, Beruwala",place_of_worship,79.9835124,6.4819307,Yes
1588,Balapititya,bus_stop,80.0406641,6.2802312,
1589,Beruwala,station,79.9836937,6.4769544,
1590,Payagala North,station,79.9749255,6.5316754,
1591,level_crossing,level_crossing,80.0418529,6.2960384,
1592,level_crossing,level_crossing,80.5146069,5.9454192,
1593,level_crossing,level_crossing,80.528798,5.9479329,
1594,level_crossing,level_crossing,80.5267977,5.9472924,
1595,Ahangama,station,80.3638373,5.9732985,
1596,level_crossing,level_crossing,80.1688452,6.0686166,
1597,level_crossing,level_crossing,80.0995246,6.149993,
1598,level_crossing,level_crossing,80.1541917,6.0773243,
1599,level_crossing,level_crossing,80.0730945,6.1840686,
1600,level_crossing,level_crossing,80.0581009,6.2193701,
1601,Akurala,station,80.0648793,6.1920278,
1602,Rathgama,police,80.1400566,6.0923512,
1603,Rathgama,station,80.1400352,6.093342,
1604,level_crossing,level_crossing,80.10511,6.1289386,
1605, ,fuel,80.1621873,6.0721084,
1606,Telwatte,station,80.0889413,6.1690913,
1607,Matara,station,80.5431212,5.9519127,
1608,Kamburugamuwa,station,80.4958085,5.9434854,
1609,Unawatuna,station,80.2491569,6.0220051,
1610,level_crossing,level_crossing,80.5461054,5.9519806,
1611,Walpola,station,79.9310591,7.0471675,
1612,Bulugahagoda,station,79.945427,7.0656621,
1613,Heendeniya-Pattigoda,station,80.0470957,7.1411204,
1614,Gampaha,bus_station,79.9933937,7.092348,
1615,Veyangoda,bus_station,80.058147,7.1529791,
1616,Gampaha Church,place_of_worship,79.9956931,7.0942989,Yes
1617,level_crossing,level_crossing,80.2393634,7.293831,
1618,Veyangoda Post Office,post_office,80.0560933,7.1560749,
1619,Mirigama,bus_station,80.1269833,7.2426704,
1620,Polgahawela Junction,station,80.3010168,7.3310747,
1621,level_crossing,level_crossing,80.0741972,7.1851096,
1622,Wilwatta,station,80.1353311,7.2564881,
1623,level_crossing,level_crossing,80.3028699,7.3414693,
1624,Mirigama,station,80.1262827,7.242539,
1625,Alawwa,station,80.2387122,7.2933428,
1626,Bay Inn Weligama,hotel,80.422812,5.9672783,
1627, ,bus_stop,79.9055862,6.8946961,
1628,Cypetco,fuel,79.917428,6.8188264,
1629, ,fuel,80.0385089,6.7245991,
1630,Cargils Food City,supermarket,79.918128,6.8184054,
1631,Sampath Bank -Nawala,bank,79.8908028,6.880529,
1632,Hatton National Bank,bank,79.8870181,6.886443,
1633,NDB - Nawala,bank,79.8892777,6.8822188,
1634,HSBC -Nawala,bank,79.8899282,6.8814759,
1635,Commercial Bank of Ceylon PLC,bank,79.8902963,6.8811897,
1636,Hiriyala,station,80.3397981,7.6975804,
1637,level_crossing,level_crossing,80.2744352,7.8240067,
1638,Ambanpola,station,80.2460577,7.918907,
1639,Muttetugala,station,80.3793016,7.4956593,
1640,Sravasthipura,station,80.3769066,8.298815,
1641,level_crossing,level_crossing,80.2456917,7.9177196,
1642,level_crossing,level_crossing,80.434191,8.3578555,
1643,level_crossing,level_crossing,80.3738157,8.2914166,
1644,Nailiya,station,80.3586472,7.4499947,
1645,level_crossing,level_crossing,80.4392573,8.3576027,
1646,Maho Junction,station,80.2752105,7.8231897,
1647,level_crossing,level_crossing,80.2715348,7.9997492,
1648,level_crossing,level_crossing,80.368273,8.2756276,
1649,Talawa,station,80.3482318,8.2317659,
1650,Kurunegala,station,80.3742092,7.4768558,
1651,level_crossing,level_crossing,80.3759599,8.2964166,
1652,Tambuttegama,station,80.3038123,8.1543728,
1653,level_crossing,level_crossing,80.3300366,7.424244,
1654,level_crossing,level_crossing,80.3721837,8.2824633,
1655,level_crossing,level_crossing,80.3019242,7.3313426,
1656,level_crossing,level_crossing,80.3028835,7.3636703,
1657,Pothuhera,station,80.3274489,7.4198661,
1658,Anuradhapura New Town,halt,80.3992433,8.3213734,
1659,Thalawattegedara,station,80.3016096,7.3879534,
1660,Sampath Bank -Narahenpita,bank,79.8747216,6.893034,
1661,Commercial Bank -Narahenpita,bank,79.8748863,6.8930116,
1662,City French Corner,restaurant,80.0803549,6.7233581,
1663, ,buffer_stop,80.5016445,8.3583958,
1664,Mihintale,station,80.5016499,8.3586639,
1665,Airtel,tower,80.064192,6.7198486,
1666,place_of_worship,place_of_worship,80.0653521,6.7211265,Yes
1667,place_of_worship,place_of_worship,80.0488005,6.7204156,Yes
1668,Suntel,tower,80.0638385,6.719682,
1669,Narthanagala Monestry,place_of_worship,80.0723871,6.7167683,Yes
1670,level_crossing,level_crossing,79.8790015,6.9018402,
1671,Cargills Food City,supermarket,79.9593908,6.8669179,
1672,Thandikulam,station,80.4849148,8.7782669,
1673,level_crossing,level_crossing,80.4331941,8.4629315,
1674,Parasangahawewa,station,80.4314441,8.4453679,
1675,Vavuniya,station,80.4936258,8.7540337,
1676,Medawachchiya,station,80.4580521,8.5545224,
1677,Murikandi-Kokavil,station,80.4174937,9.2063548,
1678,Omanthai,station,80.500922,8.8640766,
1679,Thirumurikandi,station,80.406865,9.3057053,
1680,level_crossing,level_crossing,79.9998847,6.429687,
1681,Rajamaha Viharaya,place_of_worship,80.1082521,6.6247152,Yes
1682,SLIATE Headoffice,school,79.9593947,6.9039138,Yes
1683,NDB - Horana,bank,80.059151,6.71737,
1684,level_crossing,level_crossing,79.797994,7.5873875,
1685,level_crossing,level_crossing,79.8285298,7.639366,
1686,level_crossing,level_crossing,79.804009,7.5620684,
1687,level_crossing,level_crossing,79.8994398,6.9846438,
1688,level_crossing,level_crossing,79.8848434,6.934823,
1689,level_crossing,level_crossing,79.8871079,6.9379511,
1690,Tellippalai,station,80.0353114,9.785351,
1691,Meesalai,station,80.1940221,9.6760213,
1692,Mirusuvil,station,80.2351058,9.6778088,
1693,Inuvil,station,80.029425,9.7260131,
1694,Chavakachcheri,station,80.1584778,9.6570313,
1695,Kokkuvil,station,80.0210659,9.6874405,
1696,Chavakachcheri Hindu College,school,80.1727685,9.6647245,Yes
1697,Maviddapuram,station,80.0391309,9.8001903,
1698,Mallakam,station,80.0325491,9.7628695,
1699,Kankasanturai,station,80.0482752,9.8143202,
1700,Point Pedro Post Office,post_office,80.2368818,9.8236422,
1701,Eluthumadduval,station,80.2655213,9.6608279,
1702,Jaffna Public Library,library,80.0118084,9.6621943,
1703,Elephant Pass,station,80.3998894,9.5313971,
1704,Chunnakam,station,80.0333297,9.7457716,
1705,Jaffna,station,80.020759,9.665517,
1706,Punkankulam,station,80.0384397,9.6593886,
1707,Chavakachcheri Base Hospital,hospital,80.1669594,9.6616371,Yes
1708, ,fuel,79.8907101,6.8749927,
1709,atm,atm,79.922714,6.8019844,
1710,Pizza Hut - Piliyandala,fast_food,79.9215373,6.8055921,
1711,Dialog -piliyandala Earth Station,tower,79.917302,6.8050555,
1712,Peoples Bank - Piliyandala,bank,79.9257758,6.7998045,
1713,Cargils Food City,supermarket,79.9213403,6.8060668,
1714,Fire Brigade Horana,fire_station,80.0622976,6.7144553,Yes
1715, ,fountain,80.0642766,6.7117916,
1716,Wijesiri Bakers,bakery,80.0691933,6.7182664,
1717,Wattegama Bus Station,bus_station,80.6810288,7.3495236,
1718,place_of_worship,place_of_worship,80.7113761,7.4291895,Yes
1719,Shrine,place_of_worship,80.7121272,7.4345211,Yes
1720,Hunas Falls Hotel,hotel,80.6908677,7.4012673,
1721,Teafactory,works,80.6977822,7.4315346,
1722,Ashburnham Estate,guest_house,80.6844751,7.4293786,
1723, ,parking,80.691178,7.4011611,
1724, ,tower,80.6900295,7.3836476,
1725, ,tower,80.6914033,7.3885319,
1726, ,fuel,80.6739607,7.3258371,
1727,Earl's Regency Hotel,hotel,80.6694726,7.2820391,
1728,Cargills Food City,supermarket,80.6739888,7.2803156,
1729,St. Aloysius College,school,80.2120989,6.0354036,Yes
1730,Mannar,station,79.8936784,8.9700474,
1731, ,ferry_terminal,79.7301486,9.1098351,
1732,Talaimannar,station,79.7303189,9.1073101,
1733,level_crossing,level_crossing,80.2814864,7.8190524,
1734,Awkana,station,80.5850762,8.05886,
1735,Habarana,station,80.7696162,8.0573686,
1736,Galoya Junction,station,80.8677855,8.1374471,
1737,Steam Boat,restaurant,79.8868579,6.887283,
1738,Agbopura,station,80.9796968,8.3266772,
1739,Kantale,station,81.0061974,8.3561663,
1740,Trincomalee,station,81.2263216,8.5845449,
1741,Chinabay,station,81.1904123,8.5563837,
1742, ,clock,81.2347694,8.5774875,
1743,Mohideen Mosque,place_of_worship,81.232962,8.5792815,Yes
1744,Polonnaruwa,station,81.0333554,7.9302582,
1745,Minneriya,station,80.8947904,8.0653526,
1746,Hingurakgoda,station,80.9513818,8.0396586,
1747,level_crossing,level_crossing,81.0346602,7.928226,
1748,Parakum Uyana,station,81.0178043,7.9736235,
1749,Eravur,station,81.6045132,7.7855982,
1750,"Valaichchenai\, Oddamavadi",station,81.5318482,7.9103166,
1751,Wattegama,station,80.6823781,7.3505026,
1752,Ihalakotte,station,80.4692262,7.2887945,
1753,Pilimathalawa,station,80.5525585,7.2667957,
1754,Peradeniya Old Station,station,80.5907042,7.2540878,
1755,Ukuwela,station,80.6336503,7.4208966,
1756,Balana,station,80.4893691,7.2666509,
1757,Matale,station,80.6249653,7.4678053,
1758,Pannaliya,station,80.3252888,7.3284393,
1759,level_crossing,level_crossing,80.634315,7.3068365,
1760,Kadugannawa,station,80.5208515,7.2577592,
1761,Katugastota,station,80.6330024,7.3303195,
1762,level_crossing,level_crossing,80.5735774,7.1686975,
1763,Koshinna,station,80.5951905,7.2334794,
1764,Kahapitiya Jummah Masjid,place_of_worship,80.5750237,7.170952,Yes
1765,Gelioya,station,80.5986925,7.2140122,
1766,Ulapane,station,80.5597601,7.1083924,
1767,Tembligala,station,80.5592768,7.1331158,
1768,Galboda,station,80.5300671,6.9862149,
1769,Rosella,station,80.5587028,6.9346864,
1770,Ihala Watawala,station,80.5421737,6.9479577,
1771,Inguru Oya,station,80.545652,7.0181275,
1772,Ambewela,station,80.8144885,6.8774121,
1773,Perakumpura,station,80.7551605,6.9124293,
1774,Dagoba,place_of_worship,80.9387748,6.7805778,Yes
1775,Buddhist Temple Haputale,place_of_worship,80.9487396,6.7664688,Yes
1776,Diyatalawa,station,80.959302,6.8022349,
1777,Saint Benedict's Monastery,place_of_worship,80.930984,6.7721839,Yes
1778,St. Andrews Church,place_of_worship,80.9609354,6.7694242,Yes
1779,Haputale Water Reservoir,reservoir_covere,80.9345333,6.7713811,
1780,Haputale Bus Stand,bus_station,80.9604159,6.7688873,
1781,Ohiya,station,80.8437574,6.8179398,
1782,Haputale Petrol Station,fuel,80.9598837,6.7683585,
1783,St. Paul's Church,place_of_worship,80.9552827,6.7666744,Yes
1784,Idalgashinna,station,80.8969255,6.7794003,
1785,Badulla Bus Stand,bus_station,81.0575196,6.9878946,
1786,level_crossing,level_crossing,80.9900769,6.8284127,
1787,Hali-Ela,station,81.0335082,6.9538677,
1788,Demodara,station,81.0628314,6.9028683,
1789,Uduwara,station,81.0446442,6.930429,
1790,Heeloya,station,81.025766,6.8442279,
1791,Badulla Police Station,police,81.0568777,6.9935911,
1792,Badulla,station,81.0599493,6.9797006,
1793,Badulla Central Hospital,hospital,81.058295,6.9859419,Yes
1794,Snt Mary'sChurch,place_of_worship,81.0586284,6.9905847,Yes
1795,Badulla,station,81.0615776,6.9768506,
1796,Zaviya Mosque,place_of_worship,81.0592856,6.980947,Yes
1797,Badulla Post Office,post_office,81.0579765,6.9876023,
1798,Kitalelle,station,81.0389211,6.8627042,
1799,Badulla Petrol Station,fuel,81.0574826,6.9865457,
1800,Anuradhapura Police Station,police,80.4074417,8.3294913,
1801,People's Bank,bank,80.4112329,8.3352795,
1802,Mohideen Grand Mosque,place_of_worship,80.411125,8.3329379,Yes
1803,Seylan Bank,bank,80.4104461,8.3335987,
1804,Central Bank,bank,80.4100473,8.3320666,
1805,Bank of Ceylon,bank,80.4111438,8.33472,
1806,Old Bus Stand,bus_station,80.4145967,8.3405163,
1807,Anuradhapura Post Office,post_office,80.4104018,8.3330301,
1808,Sovereign German restaurant,restaurant,79.8903613,6.8810872,
1809,Katunayake - VOR/DME,beacon,79.8685749,7.1612812,
1810,Bandaranaike NDB,beacon,79.9511199,7.2685338,
1811,Rathmalana Check point,surveillance,79.8878558,6.8019995,
1812,school,school,79.8899613,6.8147858,Yes
1813,school,school,79.8890035,6.8160506,Yes
1814,Beli-Lena Caves,archaeological_s,80.4362296,7.0031358,
1815,Castlereagh Family Cottages,guest_house,80.5882039,6.8614651,
1816,Seylan Maharagama,bank,79.9309494,6.8447055,
1817,Jetwing Blue Oceanic,hotel,79.8420185,7.2422037,
1818, ,fuel,80.0048328,6.7701096,
1819,bus_station,bus_station,80.522517,6.8254352,
1820,Snake farm,zoo,80.4835523,6.0396569,
1821,traffic_signals,traffic_signals,79.8881438,6.9109104,
1822,traffic_signals,traffic_signals,79.8875573,6.9108612,
1823,place_of_worship,place_of_worship,79.9726577,6.879834,Yes
1824,H N B Oldmoor Street,bank,79.862524,6.9403618,
1825,Seylan Oldmoor Street,bank,79.8619795,6.9400541,
1826,Pan Asi Oldmorr Street,bank,79.8622763,6.9399782,
1827,Union Bank Oldmoor Street,bank,79.8623701,6.9400103,
1828,Nilmini Lodge,guest_house,80.7538541,7.9518357,
1829,K.B Rathnayake Maha Vidyalaya,school,80.4126484,8.3134084,Yes
1830,D.S. Senanayake Maha Vidyalaya,school,80.401265,8.313002,Yes
1831,Sampath Thalawathugoda,bank,79.9353276,6.8770697,
1832, ,fuel,81.0010601,7.9396409,
1833,Manel Guest House,motel,81.0005449,7.9379012,
1834,Polonnaruwa,police,81.0000511,7.9387489,
1835, ,fuel,81.0354592,7.9267384,
1836,Polonnaruwa Rest House,hotel,80.9971894,7.9426749,
1837,Laksha Uyana,station,80.9967737,7.988292,
1838,Royal Central College Polonnaruwa,school,81.0024753,7.9161361,Yes
1839,place_of_worship,place_of_worship,80.2386571,6.054224,Yes
1840,place_of_worship,place_of_worship,80.2433316,6.0599122,Yes
1841,level_crossing,level_crossing,80.2343653,6.0387509,
1842,level_crossing,level_crossing,80.2322081,6.039238,
1843,place_of_worship,place_of_worship,80.2445105,6.0403011,Yes
1844,level_crossing,level_crossing,80.2355948,6.0381891,
1845,Uppuweli Police Station,police,81.2166334,8.5916729,
1846,place_of_worship,place_of_worship,81.2159688,8.5915931,Yes
1847,Trinco Poloce Station,police,81.2244499,8.5798493,
1848,Mari Amman Kovil,place_of_worship,81.2266172,8.5809367,Yes
1849,Buddhist Temple,place_of_worship,81.2247128,8.5816528,Yes
1850,Saraswathie Theatre,cinema,81.2271643,8.5803055,
1851,Orr's Hill Vivekananda School,school,81.2239028,8.5785392,Yes
1852,police,police,81.226129,8.5814778,
1853,police,fuel,81.2235434,8.580576,
1854,police,fuel,81.2258393,8.5815361,
1855,police,library,81.2191821,8.5759241,
1856,police,school,81.2258983,8.5755737,Yes
1857,police,cinema,81.227674,8.5753615,
1858,police,motel,81.2223632,8.5751547,
1859,police,theatre,81.2257589,8.5767781,
1860,Kalaimahai Vidyalaya,school,81.2076555,8.5925838,Yes
1861,Andrew Movie Hall,cinema,81.2299379,8.5756959,
1862,Sri Muththu Kumaraswamy Kovil,place_of_worship,81.2310269,8.5743008,Yes
1863,Hindu Primary School,school,81.233693,8.5723859,Yes
1864,Sihara Theatre,cinema,81.2342537,8.5687495,
1865,Sunflower,motel,81.2329956,8.5683542,
1866,Kandaswamy Kovil,place_of_worship,81.2340575,8.5669652,Yes
1867,People's Bank Trinco,bank,81.2334031,8.5666894,
1868, ,post_office,81.2331673,8.568455,
1869,Methodist Girl's College,school,81.2373298,8.566169,Yes
1870,St. Marry's Church,place_of_worship,81.2372333,8.5680999,Yes
1871,police,police,81.2362248,8.5694902,
1872,St Marry's College,school,81.2359032,8.5710277,Yes
1873,Nelson /cinema,cinema,81.235812,8.5718446,
1874,Sampath Bank Trinco,bank,81.2307745,8.5798975,
1875,Trinco Gen Hospital,hospital,81.2384781,8.5637604,Yes
1876,Royal College Trinco,school,81.2296587,8.5814146,Yes
1877,Seylan Trinco,bank,81.2291333,8.5801357,
1878,B O C Trinco,bank,81.2336505,8.5772184,
1879,Fish Market,marketplace,81.2344649,8.5772376,Yes
1880,H N B Trinco,bank,81.2335081,8.5781967,
1881,Chinese Guest House,motel,81.238789,8.5671238,
1882,Vallawa Shakthi Pallayar Kovil,place_of_worship,81.240806,8.5617137,Yes
1883,Tissa Vidyalaya,school,81.2370938,8.5582333,Yes
1884,St. Nicholas Church,place_of_worship,81.2359353,8.5632939,Yes
1885,Mambo's Surf Tours,bar,80.103797,6.127434,
1886,Rathna Guesthouse,guest_house,80.262547,6.000096,
1887,Sampath Bank Bambalapitiya,bank,79.8534583,6.9006918,
1888,Laugfs Gas Station,fuel,79.8660026,6.8463388,
1889,Sawadee Beach Front,restaurant,79.862988,6.840448,
1890,HNB - Mount Lavinia Branch,bank,79.8675555,6.8324776,
1891,Fisherman's Villa,restaurant,79.8632718,6.8380834,
1892,Mt.Breeze,motel,79.8632396,6.8404802,
1893,Lion Pub,pub,79.8667776,6.8416465,
1894,"KFC\, Mount Lavinia.",restaurant,79.8672522,6.8371779,
1895,Commercial Attidiya,bank,79.873196,6.8199152,
1896,Sampath Bank,bank,79.8710449,6.8233451,
1897, ,post_office,79.8703582,6.8243572,
1898,atm,atm,79.8697306,6.8254118,
1899, ,fuel,79.8741294,6.8190576,
1900,Deaf & Blind School,school,79.885164,6.8111954,Yes
1901,Kothalawalapura Vidyalaya,school,79.8738553,6.8143069,Yes
1902,Lalith Athulathmudali Vocational Training Centre,school,79.8774709,6.8143601,Yes
